Taken at,Barcode no.,Body no.,DMp (%),NFI-2,DMa (cm2),DMs,DMs(AUSMEAT),DMs(MSA),DMc,DFc,Cross-section image thumbnail
2026-04-03 13:25:02-05:00,9703040226,9703040226,26.675346934321333,6.439910677227067,95.46,7.871894880318225,6,790.0,4,4,https://storage.googleapis.com/carcassdb/beef/e9daae37-5c39-4644-92d5-c367b0192002/cross_section_800x600.jpg
2026-02-02 08:48:13-06:00,29411,29411,37.70954471647965,6.749895657963918,89.9859,11.128086645833143,9,1100.0,3,4,https://storage.googleapis.com/carcassdb/beef/420ffda8-429c-47c0-9604-0370c7851241/cross_section_800x600.jpg
2026-02-02 08:47:06-06:00,33800,33800,16.570093926712303,4.577105874428386,93.5452,4.889834717772801,3,550.0,3,3,https://storage.googleapis.com/carcassdb/beef/b71b0349-4405-4c3d-8ad7-ed9f5425f61b/cross_section_800x600.jpg
2026-02-02 08:46:32-06:00,29575,29575,18.12152043097886,5.048692847520093,88.6096,5.34766067918186,4,600.0,4,3,https://storage.googleapis.com/carcassdb/beef/c0612b5b-216a-4f55-b6c8-82218eba48f1/cross_section_800x600.jpg
2026-02-02 08:45:47-06:00,33780,33780,19.779280863315677,5.518070506747352,74.5462,5.8368657827644554,4,620.0,3,3,https://storage.googleapis.com/carcassdb/beef/8302e25a-b073-4ce2-87a8-ca165fba0fed/cross_section_800x600.jpg
2026-02-02 08:45:15-06:00,29521,29521,25.51012016918792,6.248747450152726,85.6833,7.528036461927355,5,770.0,4,4,https://storage.googleapis.com/carcassdb/beef/2a970bc5-7be3-45c5-af0d-1b984c06f77e/cross_section_800x600.jpg
2026-02-02 08:44:34-06:00,29550,29550,12.037479972968253,4.0176001310204414,93.8801,3.552260340022931,2,460.0,3,4,https://storage.googleapis.com/carcassdb/beef/2f0de473-088d-45fb-aad5-b205ae157b9f/cross_section_800x600.jpg
2026-02-02 08:43:59-06:00,29370,29370,19.767325109750594,5.5417070881623145,84.4504,5.8333376398874,4,620.0,4,4,https://storage.googleapis.com/carcassdb/beef/37719d78-004b-4c02-907b-0850217f60fb/cross_section_800x600.jpg
2026-02-02 08:43:12-06:00,29988,29988,28.57936666698419,6.428736786293629,96.2483,8.433771103427034,6,850.0,3,4,https://storage.googleapis.com/carcassdb/beef/07d39726-a686-4922-ae3e-69e86bed0233/cross_section_800x600.jpg
2026-02-02 08:42:18-06:00,29456,29456,12.878653400263158,3.7535003186970792,111.4748,3.8004906184176575,2,460.0,5,4,https://storage.googleapis.com/carcassdb/beef/ff4d8a13-4f11-4c74-8976-8ba69aea1468/cross_section_800x600.jpg
2026-02-02 08:41:42-06:00,29423,29423,16.169237003627355,3.8465300690037907,92.9593,4.771541839770432,3,540.0,4,4,https://storage.googleapis.com/carcassdb/beef/8335cfce-ac32-4d7c-918c-85a98b93f526/cross_section_800x600.jpg
2026-02-02 08:29:06-06:00,33807,33807,24.77318882537042,5.559008882155591,106.9757,7.31056802236681,5,770.0,2,3,https://storage.googleapis.com/carcassdb/beef/75e533ea-b3f4-4faf-b983-1055b0414e9e/cross_section_800x600.jpg
2026-02-02 08:28:45-06:00,29407,29407,24.889732183277896,5.7741604020850295,102.3333,7.344959967285306,5,770.0,2,3,https://storage.googleapis.com/carcassdb/beef/ac10376d-0d3d-4e01-b70d-c3e090a444c1/cross_section_800x600.jpg
2026-02-02 08:27:56-06:00,30120,30120,34.53513008225687,8.15139899176297,51.4716,10.191316887274002,8,1020.0,3,4,https://storage.googleapis.com/carcassdb/beef/bdef8732-8243-430b-ab4b-6e041ae797b9/cross_section_800x600.jpg
2026-02-02 08:26:38-06:00,29395,29395,23.866891322662173,6.389730894316859,68.1934,7.043119629317607,5,730.0,4,4,https://storage.googleapis.com/carcassdb/beef/46af6de7-8db6-4553-b6d7-48edbde68928/cross_section_800x600.jpg
2026-02-02 08:25:50-06:00,29376,29376,25.18827654143143,5.062458269162496,86.6607,7.433060407376415,5,790.0,3,3,https://storage.googleapis.com/carcassdb/beef/e09a52cf-2375-4416-9a33-aa6f1f6110a2/cross_section_800x600.jpg
2026-02-02 08:25:16-06:00,29386,29386,20.235668144109844,5.303267154851218,72.7778,5.971545669326814,4,660.0,3,4,https://storage.googleapis.com/carcassdb/beef/39ffbb95-ae6f-4f8f-94d4-5ce03fd5836a/cross_section_800x600.jpg
2026-02-02 08:24:42-06:00,29394,29394,31.757824449624994,7.354902462860816,96.8094,9.371733995084336,7,950.0,3,4,https://storage.googleapis.com/carcassdb/beef/0a88c6b7-1e32-4908-8c02-0d542eed600f/cross_section_800x600.jpg
2026-02-02 08:24:06-06:00,29437,29437,20.420571163135683,5.279480879060574,108.8679,6.02611055024134,4,660.0,3,3,https://storage.googleapis.com/carcassdb/beef/5a61440a-4cbb-4be7-b1fb-7b6839c9b9e8/cross_section_800x600.jpg
2026-02-02 08:23:34-06:00,29525,29525,12.229430575714888,3.6175806266698243,114.4649,3.608904962893463,2,480.0,3,3,https://storage.googleapis.com/carcassdb/beef/7679ce00-0bb7-40e9-a6d7-7e2ebb102f17/cross_section_800x600.jpg
2026-02-02 08:23:07-06:00,30123,30123,19.115865605015607,5.824774022040054,79.8898,5.641091940040106,4,600.0,3,3,https://storage.googleapis.com/carcassdb/beef/b1f541e2-c6c8-401f-9d04-060b43ddfcb1/cross_section_800x600.jpg
2026-02-02 08:22:35-06:00,29410,29410,20.765323085725772,4.354632299655472,79.3101,6.127846842597675,4,650.0,3,3,https://storage.googleapis.com/carcassdb/beef/01d0c90f-c7ef-4c4d-b8a2-466bad8d44d3/cross_section_800x600.jpg
2026-02-02 08:22:04-06:00,29566,29566,16.012633144933634,4.716918223189448,83.9478,4.725328041069915,3,540.0,2,3,https://storage.googleapis.com/carcassdb/beef/e9d8c096-2064-4e75-89be-3b50ce1f379c/cross_section_800x600.jpg
2026-02-02 08:21:34-06:00,29990,29990,31.605767112972543,7.013481606102335,88.528,9.326861875038198,7,960.0,2,3,https://storage.googleapis.com/carcassdb/beef/dc40a035-22e8-4928-8464-247a5d1adf79/cross_section_800x600.jpg
2026-02-02 08:21:04-06:00,29483,29483,30.561799833777442,6.195278162587663,88.17,9.018787130947723,7,950.0,3,3,https://storage.googleapis.com/carcassdb/beef/85e315af-c531-4aac-8b70-d31207bb9940/cross_section_800x600.jpg
2026-02-02 08:20:10-06:00,33649,33649,16.44740734501179,4.194475463926315,101.7773,4.853629907512978,3,550.0,3,3,https://storage.googleapis.com/carcassdb/beef/a58c0bfc-5611-433f-bc4c-226059154e94/cross_section_800x600.jpg
2026-02-02 08:19:39-06:00,29384,29384,26.326701296345746,6.100741074963257,81.1224,7.769009552551629,6,810.0,3,3,https://storage.googleapis.com/carcassdb/beef/c3f2e759-73bf-4234-9eb2-ff689fc15437/cross_section_800x600.jpg
2026-02-02 08:19:11-06:00,29377,29377,17.644443327974276,3.9554820064932463,81.3651,5.2068752260852085,4,620.0,3,3,https://storage.googleapis.com/carcassdb/beef/ae20552b-77b5-494e-8287-7c914445eb74/cross_section_800x600.jpg
2026-02-02 08:18:32-06:00,29406,29406,23.135169647934394,5.560867112878698,92.0767,6.827188563105439,5,730.0,3,3,https://storage.googleapis.com/carcassdb/beef/66ad0f25-cc7b-4606-b8bd-37fbf22c52f2/cross_section_800x600.jpg
2026-02-02 08:17:26-06:00,30027,30027,25.564012806298507,6.075602291331838,82.0182,7.54394017913869,5,760.0,4,3,https://storage.googleapis.com/carcassdb/beef/f2143179-c7ed-4cbb-a614-15796de7eecf/cross_section_800x600.jpg
2026-02-02 08:16:47-06:00,33809,33809,18.847444605948475,4.516797562659838,89.9796,5.561880903215394,4,610.0,3,3,https://storage.googleapis.com/carcassdb/beef/00b1c79a-984c-4b2b-9ab5-9834a0e6dca8/cross_section_800x600.jpg
2026-02-02 08:16:10-06:00,29761,29761,29.64473454662756,6.406152581517961,92.9742,8.748161164709792,7,910.0,3,3,https://storage.googleapis.com/carcassdb/beef/c660917d-f8db-493e-b7ae-27e26791055e/cross_section_800x600.jpg
2026-02-02 08:15:26-06:00,29560,29560,23.40351508477736,5.932072209748194,94.0054,6.906377301517798,5,720.0,4,3,https://storage.googleapis.com/carcassdb/beef/21acbca0-e15d-4df6-aa81-6bfd13ee0f67/cross_section_800x600.jpg
2026-01-26 09:34:13-06:00,80877,80877,16.26519143966264,4.5731662324848825,85.2713,4.799857993844445,3,530.0,2,2,https://storage.googleapis.com/carcassdb/beef/c597d931-2a55-4177-85fc-3ba6e3d6257c/cross_section_800x600.jpg
2026-01-26 09:27:36-06:00,80933,80933,23.670745570267194,6.008639455453968,121.7117,6.985237017785848,5,740.0,1B,2,https://storage.googleapis.com/carcassdb/beef/205e0e49-8356-4448-9392-1faf62bfc1a0/cross_section_800x600.jpg
2026-01-26 09:26:44-06:00,3784,3784,17.804560223298694,4.491179879666619,106.7931,5.254125721895444,3,580.0,1C,2,https://storage.googleapis.com/carcassdb/beef/4270db81-e756-4918-8eb6-968b7260eadd/cross_section_800x600.jpg
2026-01-26 09:25:58-06:00,9965,9965,28.209446115370312,6.235895600647922,105.8699,8.324607548645778,6,880.0,1C,2,https://storage.googleapis.com/carcassdb/beef/f0873025-6ee9-49c7-8000-ffe92356fafa/cross_section_800x600.jpg
2026-01-26 09:24:48-06:00,9963,9963,32.40093098366158,5.832451314053379,84.0708,9.561514733278532,8,1010.0,1B,2,https://storage.googleapis.com/carcassdb/beef/498179dd-e34e-4433-b8e4-00b0235b88f9/cross_section_800x600.jpg
2026-01-26 09:24:14-06:00,80852,80852,17.2915852891321,4.996963903652483,84.0119,5.102746818822882,3,570.0,1C,2,https://storage.googleapis.com/carcassdb/beef/5f33360f-e575-456e-aded-64f90dc8abbf/cross_section_800x600.jpg
2026-01-26 09:23:32-06:00,29508,29508,36.1468127983479,6.519999095076261,112.1263,10.666924456792465,9,1100.0,1B,2,https://storage.googleapis.com/carcassdb/beef/74416480-250d-4833-ac62-59baa35ad4fd/cross_section_800x600.jpg
2026-01-26 09:23:00-06:00,29520,29520,19.853573930649794,5.730979151508434,69.0566,5.8587896669347534,4,610.0,2,2,https://storage.googleapis.com/carcassdb/beef/30007e1f-d5b4-4632-a077-804e73fa76a0/cross_section_800x600.jpg
2026-01-26 09:22:18-06:00,9194,9194,35.55972374202132,7.128329971614625,80.0807,10.493674476270492,8,1090.0,1B,2,https://storage.googleapis.com/carcassdb/beef/32cfb257-0c00-4c50-986d-01c587783d48/cross_section_800x600.jpg
2026-01-26 09:21:42-06:00,29576,29576,18.101846078937836,5.02592845872214,69.0318,5.341854777894555,4,600.0,1C,3,https://storage.googleapis.com/carcassdb/beef/133d067c-f6a2-45cb-81df-0754a0435c27/cross_section_800x600.jpg
2026-01-26 09:20:49-06:00,9427,9427,11.647298855672847,4.256930043399399,66.9084,3.437117892309057,2,420.0,1C,2,https://storage.googleapis.com/carcassdb/beef/59c83b43-1a51-49ac-bacd-06064642fcdd/cross_section_800x600.jpg
2026-01-26 09:20:11-06:00,757,757,36.54186686850811,7.503372518294268,94.7782,10.783504912896742,9,1100.0,1C,2,https://storage.googleapis.com/carcassdb/beef/ca8dd4af-b972-4ea2-bc62-78fb98695a2c/cross_section_800x600.jpg
2026-01-26 09:19:40-06:00,29556,29556,17.18740301133772,4.576796974426562,75.788,5.072002628645761,3,550.0,1C,2,https://storage.googleapis.com/carcassdb/beef/88a22ba1-b925-4b56-86d3-2ad49ef0cde4/cross_section_800x600.jpg
2026-01-26 09:19:10-06:00,9193,9193,28.797568126851765,6.199031357368979,99.3275,8.498162354233955,6,890.0,1B,2,https://storage.googleapis.com/carcassdb/beef/000535b8-6137-4455-826b-ead37afbfb8f/cross_section_800x600.jpg
2026-01-26 09:18:44-06:00,29572,29572,20.133795845045316,4.440829021718008,67.0331,5.9414831538728725,4,630.0,1B,2,https://storage.googleapis.com/carcassdb/beef/df14e1eb-2de6-4af3-9182-5e7f08d8a606/cross_section_800x600.jpg
2026-01-26 09:18:08-06:00,3785,3785,19.677490671079344,4.952307512777687,76.3507,5.806827497035513,4,640.0,1B,2,https://storage.googleapis.com/carcassdb/beef/f8a426c3-6c98-4a9d-8c9f-57993cb425c2/cross_section_800x600.jpg
2026-01-26 09:17:22-06:00,29524,29524,13.90861913445506,4.752234006423661,78.4886,4.1044335065776885,2,460.0,1C,2,https://storage.googleapis.com/carcassdb/beef/3a6b00fe-bd82-459d-a42c-db6bbf3854e9/cross_section_800x600.jpg
2026-01-26 09:16:40-06:00,9989,9989,32.88605308040259,5.725798299947219,90.8988,9.704674264026803,8,1010.0,1B,2,https://storage.googleapis.com/carcassdb/beef/6bad5be6-0430-4363-8139-8c6956db6cbc/cross_section_800x600.jpg
2026-01-26 09:16:07-06:00,29506,29506,21.697228272145928,5.832614842538186,82.2573,6.402852063110263,4,670.0,1B,2,https://storage.googleapis.com/carcassdb/beef/ab1db99e-bdfa-4c12-ad79-854258b911ec/cross_section_800x600.jpg
2026-01-26 09:15:19-06:00,80849,80849,16.520560776989687,4.740634482222794,87.8628,4.875217485289657,3,510.0,1C,2,https://storage.googleapis.com/carcassdb/beef/b6697769-9605-4a3e-9345-a01dec0cfbc3/cross_section_800x600.jpg
2026-01-26 09:14:20-06:00,29546,29546,24.827858078203484,6.4873905217876455,82.1703,7.326700918877847,5,760.0,1C,2,https://storage.googleapis.com/carcassdb/beef/dc3157c8-5334-4405-96a5-d4439b65e393/cross_section_800x600.jpg
2026-01-26 09:13:50-06:00,3797,3797,25.088886652019028,4.846304489959183,88.3828,7.403730451010814,5,780.0,1B,1,https://storage.googleapis.com/carcassdb/beef/461e75ee-6a02-4e54-bc4a-94efa577ad49/cross_section_800x600.jpg
2026-01-26 09:13:17-06:00,30028,30028,15.406550569340904,4.600198819133098,78.8341,4.546473073012501,3,520.0,1B,2,https://storage.googleapis.com/carcassdb/beef/d2bf4cf6-d5fa-4f31-a43f-8b6717bc8ac6/cross_section_800x600.jpg
2026-01-26 09:12:26-06:00,80810,80810,14.764279387531287,4.411066977643179,89.9371,4.356938847260483,3,520.0,1C,2,https://storage.googleapis.com/carcassdb/beef/df0af845-31eb-4f3a-85c1-083de5c7d0a7/cross_section_800x600.jpg
2026-01-26 09:11:41-06:00,9759,9759,20.311675212238377,5.216586167493084,61.1901,5.993975355131545,4,640.0,1C,2,https://storage.googleapis.com/carcassdb/beef/369d4b85-e735-47e1-bb3a-f5f0484d7caa/cross_section_800x600.jpg
2026-01-26 09:10:57-06:00,29562,29562,18.2183906508708,5.3091643317412265,76.4809,5.376247081071972,4,600.0,2,2,https://storage.googleapis.com/carcassdb/beef/edea8ee6-6dd6-450a-b3da-ed5292ca1c09/cross_section_800x600.jpg
2026-01-26 09:10:31-06:00,29424,29424,20.101580689620523,5.531453676636581,89.36,5.931976461507015,4,630.0,1B,2,https://storage.googleapis.com/carcassdb/beef/1699bbb3-936a-402e-9021-573fec31bc9f/cross_section_800x600.jpg
2026-01-26 09:09:23-06:00,29634,29634,21.689765953363995,5.574150691421318,82.5911,6.400649932837715,4,690.0,1C,2,https://storage.googleapis.com/carcassdb/beef/93db8745-0409-4e8e-a893-a1cc909f18f2/cross_section_800x600.jpg
2026-01-26 09:08:48-06:00,30031,30031,18.597795533554052,4.057308282976319,68.0107,5.4882094619518,4,610.0,1C,2,https://storage.googleapis.com/carcassdb/beef/1d8fa779-db02-42b4-834d-876885fd09ce/cross_section_800x600.jpg
2026-01-26 09:07:16-06:00,29518,29518,26.665024761113788,5.078146001215482,92.4688,7.868848807004678,6,820.0,1C,2,https://storage.googleapis.com/carcassdb/beef/2b5f2d50-0583-4d4a-a1dc-3b9acf1e9722/cross_section_800x600.jpg
2026-01-19 08:30:22-06:00,29416c,29416c,24.35420118937454,5.208806752617614,99.6107,7.186924770984426,5,770.0,1B,2,https://storage.googleapis.com/carcassdb/beef/0aaee86d-a729-4dc9-9911-47fcb03dc308/cross_section_800x600.jpg
2026-01-19 08:26:25-06:00,9131c,9131c,24.321216491763607,5.489174037150709,93.5423,7.177190986719441,5,760.0,1C,2,https://storage.googleapis.com/carcassdb/beef/c08be677-ffed-41a9-9d8e-e35ed92d367b/cross_section_800x600.jpg
2026-01-19 08:25:13-06:00,29547c,29547c,14.709221618802404,3.371346246183841,89.7039,4.340691299708589,3,520.0,1B,1,https://storage.googleapis.com/carcassdb/beef/b5680d94-509d-4306-b1c6-c4f140fd0c47/cross_section_800x600.jpg
2026-01-19 08:24:13-06:00,29420c,29420c,23.520272451057863,4.802012601098832,91.7403,6.940832400307175,5,780.0,1C,2,https://storage.googleapis.com/carcassdb/beef/578ef354-eb9c-4b5f-83ed-e39d83c2ab74/cross_section_800x600.jpg
2026-01-19 08:23:27-06:00,29551c,29551c,27.25433215489852,6.494730142984878,79.802,8.042753418910552,6,850.0,1B,2,https://storage.googleapis.com/carcassdb/beef/566ac0c6-73bb-45de-b968-630a5997f033/cross_section_800x600.jpg
2026-01-19 08:22:34-06:00,29418C,29418C,22.16860623280839,5.117261509803792,84.5478,6.541955699301756,5,690.0,1C,2,https://storage.googleapis.com/carcassdb/beef/e98d87b7-ad75-41d8-b1d3-4e2e169b37b5/cross_section_800x600.jpg
2026-01-19 08:21:20-06:00,29388c,29388c,20.945128208757687,5.345699045337426,57.9438,6.180907334404393,4,660.0,1B,2,https://storage.googleapis.com/carcassdb/beef/5107ceae-ef79-4822-8d5f-b5b2911ad18c/cross_section_800x600.jpg
2026-01-19 08:20:17-06:00,29442c,29442c,24.363647173611383,4.557967739026344,96.3304,7.189712280932719,5,780.0,1C,2,https://storage.googleapis.com/carcassdb/beef/b7916958-66d5-4573-9cda-65eedc89ad43/cross_section_800x600.jpg
2026-01-19 08:18:56-06:00,29552,29552,23.70231241503618,5.208050054921878,87.6278,6.994552393677176,5,730.0,1C,2,https://storage.googleapis.com/carcassdb/beef/fa047429-cd3f-41f2-97e6-ad99f3b5a4fb/cross_section_800x600.jpg
2026-01-19 08:18:16-06:00,9987c,9987c,29.285085271635342,6.927161455448563,79.8081,8.64202866365959,7,900.0,1C,2,https://storage.googleapis.com/carcassdb/beef/5f102d91-4dcd-41e3-9646-c4d05811d1ee/cross_section_800x600.jpg
2026-01-19 08:16:46-06:00,29558c,29558c,19.97626888054048,4.370162658671476,79.3096,5.894996946647495,4,630.0,1C,2,https://storage.googleapis.com/carcassdb/beef/7e053880-564d-429c-8303-8ec8904b6eef/cross_section_800x600.jpg
2026-01-19 08:15:38-06:00,121c,121c,22.079145238557,5.103707246849138,91.5272,6.51555575989817,5,700.0,1C,2,https://storage.googleapis.com/carcassdb/beef/b32d0633-6690-4b6f-b8c0-991645332983/cross_section_800x600.jpg
2026-01-19 08:14:35-06:00,9758c,9758c,33.59319144126111,5.772709529647337,108.2985,9.913350794316154,8,1060.0,1B,2,https://storage.googleapis.com/carcassdb/beef/a7505e87-b440-4f89-9035-be0d0ead4884/cross_section_800x600.jpg
2026-01-19 08:13:16-06:00,9133c,9133c,34.037768632049286,6.0591816071206726,83.7505,10.044545523317744,8,1050.0,1B,1,https://storage.googleapis.com/carcassdb/beef/a881740d-97ba-4d00-8edd-c05266a62942/cross_section_800x600.jpg
2026-01-19 08:12:17-06:00,29440c,29440c,21.020325787273634,5.313103467470818,74.9489,6.20309813982445,4,680.0,1C,2,https://storage.googleapis.com/carcassdb/beef/2c121b80-6486-48f6-98f3-633cd4ced860/cross_section_800x600.jpg
2026-01-19 08:06:55-06:00,9957,9957,30.187155391679898,5.41782357152288,95.6518,8.908229556084738,7,960.0,1B,2,https://storage.googleapis.com/carcassdb/beef/b09be78c-5484-44d0-b5bb-10e83943cd3c/cross_section_800x600.jpg
2026-01-19 08:05:30-06:00,29563,29563,27.088136475938242,5.256080569664737,96.435,7.993709074049375,6,810.0,1B,2,https://storage.googleapis.com/carcassdb/beef/7c32017a-a277-4d7e-853a-39a0f27afc56/cross_section_800x600.jpg
2026-01-19 08:03:58-06:00,117,117,15.048008594871245,3.514466969166611,87.8087,4.440667336346504,3,540.0,1C,2,https://storage.googleapis.com/carcassdb/beef/e15ea61e-13ef-434f-9125-79e1143ed116/cross_section_800x600.jpg
2026-01-19 08:02:42-06:00,9950,9950,30.235681200206887,5.856960901699144,89.0272,8.922549522181052,7,950.0,1B,2,https://storage.googleapis.com/carcassdb/beef/10102405-509c-4125-a693-33f572410e94/cross_section_800x600.jpg
2026-01-19 08:01:40-06:00,9986,9986,21.013483546005926,5.286278555606496,72.4326,6.201078994426348,5,690.0,1C,3,https://storage.googleapis.com/carcassdb/beef/4318dcda-8f43-4a77-bf50-c8b3212afbfa/cross_section_800x600.jpg
2026-01-19 08:00:53-06:00,9763,9763,26.014544988992455,5.118248631272894,73.5468,7.676892226251673,6,810.0,1C,2,https://storage.googleapis.com/carcassdb/beef/775bcba5-5ad2-4c6c-a9cb-5e481c206098/cross_section_800x600.jpg
2026-01-19 07:58:59-06:00,29416,29416,25.977938567270588,5.7241254917476905,100.8815,7.66608967120155,6,810.0,1C,2,https://storage.googleapis.com/carcassdb/beef/55e68665-b6b2-4d64-97b1-2d99ba181a12/cross_section_800x600.jpg
2026-01-19 07:56:30-06:00,29565,29565,20.366555711814165,5.051805751720131,100.7252,6.010170590556359,4,660.0,1B,1,https://storage.googleapis.com/carcassdb/beef/373292d6-c168-4580-b834-db3ecc8c450b/cross_section_800x600.jpg
2026-01-19 07:55:35-06:00,29559,29559,23.838286816189655,5.288866037419115,97.8027,7.034678439457567,5,770.0,1C,1,https://storage.googleapis.com/carcassdb/beef/7d8f50ac-fc1a-4715-949c-9ad3be2c91b4/cross_section_800x600.jpg
2026-01-19 07:54:20-06:00,29555,29555,22.098948124663238,5.327770014953974,104.3784,6.52139959158812,5,710.0,1B,2,https://storage.googleapis.com/carcassdb/beef/3a0fe946-f31f-4a80-9478-b2d57c536f84/cross_section_800x600.jpg
2026-01-19 07:53:07-06:00,3794,3794,26.959637950640136,6.464647005087273,93.5296,7.955789159233904,6,820.0,1B,2,https://storage.googleapis.com/carcassdb/beef/049586d9-6554-456c-9dfc-de8aade30961/cross_section_800x600.jpg
2026-01-19 07:51:20-06:00,3795,3795,27.45746120939338,5.836563581251101,66.0216,8.102696802891986,6,850.0,1C,2,https://storage.googleapis.com/carcassdb/beef/db6ac1a3-c3db-42c2-b9ec-fd31f5e2688f/cross_section_800x600.jpg
2026-01-19 07:49:24-06:00,29570,29570,26.967016695557998,5.516825974969936,90.8387,7.957966626859165,6,840.0,1B,2,https://storage.googleapis.com/carcassdb/beef/2fd37908-8b44-4071-a176-4b118c47e7a9/cross_section_800x600.jpg
2026-01-19 07:46:37-06:00,9131,9131,27.09425856502048,6.2043924078581485,75.3146,7.995515702537543,6,830.0,1C,2,https://storage.googleapis.com/carcassdb/beef/01ad3b93-89bd-405b-86b1-60ccbddf9af1/cross_section_800x600.jpg
2026-01-19 07:43:57-06:00,29547,29547,15.345046961598491,3.7185420173305923,80.723,4.5283233583677145,3,540.0,1B,1,https://storage.googleapis.com/carcassdb/beef/8bdcfa29-27f2-4ec9-b6f6-e1ebde294428/cross_section_800x600.jpg
2026-01-19 07:42:55-06:00,29420,29420,23.062635470898584,4.924825671938234,87.8135,6.805783727462172,5,760.0,1C,2,https://storage.googleapis.com/carcassdb/beef/38106a4e-5721-4e4b-a272-19cf312295d7/cross_section_800x600.jpg
2026-01-19 07:41:11-06:00,29551,29551,28.828387886203732,6.494068432760876,76.6936,8.50725726521872,7,900.0,1B,2,https://storage.googleapis.com/carcassdb/beef/dd6b46e0-4a04-4ee7-ae20-867b5d6a3520/cross_section_800x600.jpg
2026-01-19 07:40:05-06:00,29418,29418,25.074362639883894,5.403490441493155,75.1441,7.399444415029738,5,780.0,1B,1,https://storage.googleapis.com/carcassdb/beef/a31cc8c3-72e8-4bbf-959e-68bc5347bd9c/cross_section_800x600.jpg
2026-01-19 07:39:08-06:00,29388,29388,22.239347544190913,5.296194689209247,54.0712,6.562831460290738,5,700.0,1C,2,https://storage.googleapis.com/carcassdb/beef/e94d10c6-fef6-416b-89b1-deee25c95f07/cross_section_800x600.jpg
2026-01-19 07:38:17-06:00,29442,29442,26.00183468228126,4.650302243264899,84.3786,7.6731414147412,6,830.0,1C,1,https://storage.googleapis.com/carcassdb/beef/e0ae2c06-0aa7-4a73-bfed-d2588354975d/cross_section_800x600.jpg
2026-01-19 07:37:03-06:00,29552,29552,28.756235076446103,5.95536223439286,81.6983,8.485964971059245,6,890.0,1B,2,https://storage.googleapis.com/carcassdb/beef/5aa58c42-83ca-407f-9783-f1923601f1a5/cross_section_800x600.jpg
2026-01-19 07:36:00-06:00,9987,9987,27.604473766069766,6.6098867923924844,66.0692,8.146080208367186,6,870.0,2,2,https://storage.googleapis.com/carcassdb/beef/4a886421-f5a3-4a57-a20b-7a62ed3cc43f/cross_section_800x600.jpg
2026-01-19 07:35:07-06:00,29558,29558,22.01376906428142,5.006675304892002,64.6502,6.496263250869446,5,690.0,1B,1,https://storage.googleapis.com/carcassdb/beef/4f100a4f-2980-47ce-939a-ca7ac6db954d/cross_section_800x600.jpg
2026-01-19 07:34:09-06:00,121,121,21.826977803073422,5.457232141957129,76.4374,6.441141149686966,5,690.0,1C,3,https://storage.googleapis.com/carcassdb/beef/83680419-131e-41a2-8eec-cd6e5dc4b747/cross_section_800x600.jpg
2026-01-19 07:32:57-06:00,9758,9758,34.5614681056895,6.523445904422965,72.8486,10.19908923798897,8,1080.0,1B,2,https://storage.googleapis.com/carcassdb/beef/fdd5a976-fa5d-4cc9-a7a1-c96655764c29/cross_section_800x600.jpg
2026-01-19 07:31:36-06:00,9133,9133,33.745309160495054,6.5671200041887605,65.7402,9.95824073326209,8,1030.0,1B,1,https://storage.googleapis.com/carcassdb/beef/8abb9485-9d50-4491-854b-29f875aa3e0b/cross_section_800x600.jpg
2026-01-19 07:30:42-06:00,29440.1,29440.1,21.61206337030918,5.27224448723532,55.6504,6.377719900578239,5,690.0,1C,2,https://storage.googleapis.com/carcassdb/beef/fa1b3410-463a-4b27-9c4d-fb5dfdcd3373/cross_section_800x600.jpg
2026-01-19 07:28:15-06:00,29440,29440,26.66479821987979,5.763121251529275,84.3362,7.868781954686525,6,830.0,1C,2,https://storage.googleapis.com/carcassdb/beef/25f20e90-41b4-4be1-88dc-a0dad7fd7911/cross_section_800x600.jpg
2026-01-19 07:25:55-06:00,29436,29436,20.084150425883255,5.245666200080812,87.5379,5.926832790678148,4,620.0,2,2,https://storage.googleapis.com/carcassdb/beef/79424db0-d520-4abd-a6f5-5114f78467b6/cross_section_800x600.jpg
2026-01-19 07:24:25-06:00,9130,9130,39.30037784890857,6.672050929665511,84.824,11.597541503212918,9+,1100.0,1C,2,https://storage.googleapis.com/carcassdb/beef/766744ec-7625-413a-b538-238518344589/cross_section_800x600.jpg
